Person in charge,Authors,Year,Title,DOI or PMID,Language,"Country (e.g., where RCT was performed)",Included/exclude,Reason for exclusion,Reason for exclusion,Reason for exclusion (description),Data collection,Analysis,Species,Species information,"Count, n","Count, n control group","Count, n died in control group","Count, n excluded in control group","Count, n treatment group","Count, n died in treatment group","Count, n excluded in treatment group",Comment on counts,"Sex (n, ratio, percentage)",Sex,"Sex (%, male)","Age [days, months, years]",Age (mean),Age (SD),Age (min),Age (max),Age (units),Age (comment),"Weight [g, kg , pounds]",Weight (mean),Weight (SD),Weight (min),Weight (max),Weight (unit),Weight (comment),"Injury characteristics (level, severity)",Injury level,Injury severity,Injury mechanism,Injury mechanism (details),Duration of SCI,Drug(s),Drug name harmonized,MP used as main drug?,Dose (absolute dose or mg/kg),"Time (minutes pre-injury, minutes post-injury)",Treatmetn in first 24h?,Duration of treatment,"Timing (e.g., BID, PID)",Route,Route (comment when multiple),"What was assessed? (e.g., neurological,  functional recovery, spasticity, walking function, electrophysiology)",Name/type of asessement,Name of assessment harmonised,Details on assessement,Timing of assessement,Assessment on day 28 (yes/no),Was observer blinded?,Drug effect on functional assessment,Drug effect on functional assessment (details),"What was assessed? (e.g., histological measures, cavitity measures, ect )",Name/type of asessement,Timing of assessement,Was observer blinded?,Drug effect on neuroanatomical assessment,Drug effect on neuroanatomical assessment (details),Drugs given to treat infections/pain ect.,Conclusion of study,Limitations,Remarks/Comments,Combination of drugs tested,Contradictions present in the results
Louis,de Mesquita Coutinho et al.,2016,Effects of tacrolimus and erythropoietin in experimental spinal cord lesion in rats: Functional and histological evaluation,10.1038/sc.2015.172,English,Brazil,included,,,,,,rats,Wistar,60,12,2,,12,1,,,all male,male,100,adult (no precise age reported),,,,,,Adult,320g to 340g,,,320,340,g,,contusion injury between T8 and T12,T8 - T12,moderate,contusion,"NYU weight drop model, 10g impactor dropped from 25mm",6 weeks,Tacrolimus,tacrolimus,,1mg/kg,5min post-injury,,injection,,not reported,,"functional;
neurological","BBB locomotor scale;
Motor-evoked potential (MEP)",,"BBB: two independent examiners, in case of disagreement lower score used;
MEP: four-channel EMG, one monopolar electrod placed in lumbar region, two electrodes on head (frontal and occipital regions), responses captured via pairs of electrodes placed on fore- and hindlimbs","BBB: days 2, 7, 14, 21, 28, 35, 42 post-injury;
MEP: day 42 post-injury",,"BBB: Yes;
MEP: not reported",mixed effects (assessment),"no difference in BBB score at end of study (day 42);
significant difference in amplitute for MEP exam at day 42, showing a reduction in amplitude and increase in latency indicating a negative effect of tacrolimus",histopathology,"presence/extent of necrosis, hemorrhage, hyperemia, nerve degeneration, cellular infiltrate;
axon neuron count (toluidine blue stain, only neurons w/ diameter geq 15um)",day 42 post-injury,Yes,mixed effects (assessment),,"cefazolin (5mg/kg, intraperitoneally, immediately post-injury and following three days);
meloxicam (7mg/kg, intramuscularly, daily for seven days post-injury);
tramadol hydrochloride (5mg/100g, intramuscularly, daily for five days post-injury)","No difference in locomotor function recovery, electrophysiological exam and histopathological results with tacrolimus (nor EPO or combined treatment).",Ideal dosage (amount as well as timing) not yet known.,"Two rats in each group (control, different treatment regimes), total of eight animals, died.",Yes (drug of interest + drug not of interest),
Louis,Minnema et al.,2019,"SCING - Spinal Cord Injury Neuroprotection with Glyburide: A pilot, open-label, multicentre, prospective evaluation of oral glyburide in patients with acute traumatic spinal cord injury in the USA",10.1136/bmjopen-2019-031329,English,United States,excluded,Out of scope,Other,"Description of study design, results yet to be published",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Takami et al.,2002,Methylprednisolone and interleukin-10 reduce gray matter damage in the contused Fischer rat thoracic spinal cord but do not improve functional outcome,10.1089/089771502753754118,English,United States,included,,,,,,rats,Fischer,52,9,,,8,,,,all female,female,0,adult (no precise age reported),,,,,,Adult,160g to 180g,,,160,180,g,,contusion injury at T9,T9,moderate,contusion,"NYU weight drop model, 10g impactor dropped from 12.5mm",12 weeks,Methylprednisolone,methylprednisolone,,30 mg/kg,"5min, 2hrs, 4hrs post-injury",Yes,3 doses,,intravenously,,functional,BBB locomotor scale,,assessment by two observers,"pre-injury, 
weekly from week 1 post-injury onwards",Yes,Yes,no effect,,histopathology,"tissue damage via staining w/ cresyl violet;
retrograde neuronal tracing using fast blue and citifluor;
overall histology via staining w/ toluidine blue",week 12 post-injury,"Yes (for secondary tissue damage and loss);
not reported for retograde neuronal tracing",mixed effects (assessment),"methylprednisolone treatment has a statistically significant positive effect on
the volume of damaged tissue (reduced) and the volume of tissue lost (reduced) in comparison to untreated, injured controls as well as on the amount of healthy tissue near the injury epicenter (as a fraction of healthy tissue in healthy controls);
methylprednisolone has no effect on thickness of lateral white matter columns or axonal preservation","Bicillin (0.02mL/100mg w/ 300U/mL, intramuscularly, pre-injury and post-injury days 2, 4 and 6)","All treatments, including methylprednisolone, reduce spinal tissue damage but do not result in an improved functional recovery compared to untreated but injured control animals. The neuroprotective effect on tissue is long-lasting (min. 12 weeks). ",Fischer rats are more inbred strain and might show inflammatory responses specific to the strain.,,Yes (drug of interest + drug not of interest),
Louis,Soenmez et al.,2007,Erythropoietin attenuates neuronal injury and potentiates the expression of pCREB in anterior horn after transient spinal cord ischemia in rats,10.1016/j.surneu.2006.11.045,English,Turkey,excluded,Out of scope,No drug of interest,No drug of interest (erythropoietin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Farooque et al.,2001,Improved recovery after spinal cord injury in neuronal nitric oxide synthase-deficient mice but not in TNF-alpha-deficient mice,10.1089/089771501750055811,English,Sweden,excluded,Out of scope,No drug tested,No pharmacological treatment (neuronal nitirc oxide synthase and TNF-alpha deficient mice studied),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Chikawa et al.,2001,Preventive effects of lecithinized superoxide dismutase and methylprednisolone on spinal cord injury in rats: Transcriptional regulation of inflammatory and neurotrophic genes,10.1089/089771501750055802,English,Japan,included,,,,,,rats,Wistar,41,10,,,11,,,,all male,male,100,7 to 8 weeks,,,7,8,Weeks,Adult,280g to 310g,,,280,310,g,,compression injury at T10,T10,Not reported,compression,30g weight applied for 5min,6 weeks,Methylprednisolone,methylprednisolone,No,30mg/kg,30min post-injury,,1 dose,,intravenously,,functional,"BBB locomotor scale;
Tarlov motor scale;
inclined plane test;
footprint analysis",,,"BBB, Tarlov, inclined plane:
pre-injury, half day post-injury, days 1 to 8 post-injury, then every other day for three weeks post-injury;
footprint analysis:
pre-injury, week 6 post-injury",No,Yes,no effect,statistically significantly higher scores/angles in days 1 to 3 post-injury but subsequently no significant difference between methylprednisolone treatment group and control,,,,,,,,No beneficial effect on functional outcome from methylprednisolone treatment alone. (Potential improvements to be derived from combination with superoxide dismutase.),,,Yes (drug of interest + drug not of interest),
Louis,Ellis et al.,2016,Morphine amplifies mechanical allodynia via TLR4 in a rat model of spinal cord injury,10.1016/j.bbi.2016.08.004,English,"United States, Australia",excluded,Non-sci population,,Injury pattern (nerve root avulsion) not of interest.,,,rats,Sprague Dawley,118 - 124,30 - 35,,,30 - 35,,,Counts estimated from figure captions.,all male,male,100,not reported,,,,,,Not reported,325g to 350g,,,325,350,g,,unilateral (left) dorsal root avulsion at T13,T13,Not reported,others,,15 days - 71 days,Morphine,morphine,,10mg/kg,post-injury days 8 to 14,,1 week,daily,subcutaneous,,neurological,"mechanical reactivity;
thermal reactivity",,"mechanical: Semmes-Weinstein monofilaments applied for 8s to each hind paw and withdrawal response observed, 50% withdrawal threshold calculated;
thermal: Hargreaves test for withdrawal response to heat stimulus on plantar surfaces of hind paws and tail","mechanical: post-injury days 14, 21, 28, 35, some groups continued for weeks 6 to 10;
thermal: 30min post morphine administration",,Yes,negative effect,"statistically significant reduction in withdrawal threshold (increased allodynia) in morphine treatment group;
statistically significant analgesic effect during administration of morphine (not necessarily pos/neg but simply expected effect of drug?)",,,,,,,"Combi-Pen-48 antibiotic (0.2ml, at surgery and daily for post-surgery days 1 to 4)","Morphine has the potential to enhance allodynia (suspected involvement of TLR4 receptors, which can be targetd using (+)-naltrexone to potentially prevent this effect). ",,(+)-naltrexone is not a drug of interest but seems to alleviate the negative effects of morphine (see Figure 5).,Yes (drug of interest + drug not of interest),
Louis,Aceves et al.,2019,Morphine increases macrophages at the lesion site following spinal cord injury: Protective effects of minocycline,10.1016/j.bbi.2019.01.023,English,United States,included,,,,,,rats,Sprague Dawley,90,19,,,19,,,,all male,male,100,90 to 110 days,,,90,110,Days,,300g to 350g,,,300,350,g,,contusion injury at T12,T12,moderate,contusion,"Infinite Horizons impactor, 150kdynes impact force, 1s dwell time",3 weeks,morphine,morphine,,90microgram,24hrs post-injury,,1 dose,,intrathecally,,"functional;
neurological","BBB locomotor scale;
tapered beam test, ladder walk test;
tail-flick test;
response to mechanical stimuli;
tactile reactivity",,"BBB: animals allowed to acclimatize to observation environment beginning three days pre-injury;
tapered beam, ladder walk: animals allowed to acclimatize to observation beginning three days before assessment (day 18 post-injury), including some task specific training;
tail-flick: assesses thermal reactivity, animals allowed to acclimatize 15min prior to assessment, heat intensity determined based on response in healthy rat, two test performed and latency of last flick recorded;
mechanical stimuli: von Frey filaments applied to plantar surface of hindpaw, stimuli every 2s until motor and vocal response observed, each hindpaw assessed twice;
tactile reactivity: girdle test, animals handled 5min prior to test to ensure animals are calm, von Frey filament applied to 44 different pts. in girdle region, vocalisation response recorded (indicating noxious stimulus as there is usually no response to this stimulus)","BBB: day 1 post-injury prior to drug administration, daily for days 2 to 7 post-injury, every other day for days 9 to 15 post-injury, days 18 and 21 post-injury;
tapered beam, ladder walk: day 21 post-injury;
tail-flick: just before and immediately after drug administration, day 21 post-injury;
response to mechanical stimuli: day 21 post-injury;
tactile reactivity: day 21 post-injury",,"Yes (BBB);
Not reported (others)",mixed effects (assessment),"morphine alone reduces functional recovery at week 3 post-injury significantly as measured w/ BBB score, tapered beam and ladder walk test (compared to SCI control);
minocycline blocks adverse effect of morphine on functional recovery (no statistically significant differece between morphine + minocycline and SCI control + minocycline groups);
only minor difference in sensory reactivity as measured by slightly increase tail flick latency minocycline (50ug) treatment group, no differences otherwise (due to either minocycline or morphine or combination)",histopathology,"cresyl violet stain;
luxol fast blue stain",day 21 post-injury,Yes (observer delimiting lesion area),no effect,,"Pfizerpen / penicillin G  potassium (100'000 units/kg, immediately and 48hrs post-injury)","Morphine (and other opioids) can affect functional recovery following SCI negatively.
Antiinflammatory drugs, such as minocycline appear able to reduce this negative impact. ",,,Yes (drug of interest + drug of interest),
Louis,Aceves et al.,2019,Morphine increases macrophages at the lesion site following spinal cord injury: Protective effects of minocycline,10.1016/j.bbi.2019.01.023,English,United States,included,,,,,,rats,Sprague Dawley,90,19,,,23,,,,all male,male,100,90 to 110 days,,,90,110,Days,,300g to 350g,,,300,350,g,,contusion injury at T12,T12,moderate,contusion,"Infinite Horizons impactor, 150kdynes impact force, 1s dwell time",3 weeks,minocycline,minocycline,,"group 1: 50 microgram
group 2: 100 microgram",24hrs post-injury,,1 dose,,intrathecally,,"functional;
neurological","BBB locomotor scale;
tapered beam test, ladder walk test;
tail-flick test;
response to mechanical stimuli;
tactile reactivity",,"BBB: animals allowed to acclimatize to observation environment beginning three days pre-injury;
tapered beam, ladder walk: animals allowed to acclimatize to observation beginning three days before assessment (day 18 post-injury), including some task specific training;
tail-flick: assesses thermal reactivity, animals allowed to acclimatize 15min prior to assessment, heat intensity determined based on response in healthy rat, two test performed and latency of last flick recorded;
mechanical stimuli: von Frey filaments applied to plantar surface of hindpaw, stimuli every 2s until motor and vocal response observed, each hindpaw assessed twice;
tactile reactivity: girdle test, animals handled 5min prior to test to ensure animals are calm, von Frey filament applied to 44 different pts. in girdle region, vocalisation response recorded (indicating noxious stimulus as there is usually no response to this stimulus)","BBB: day 1 post-injury prior to drug administration, daily for days 2 to 7 post-injury, every other day for days 9 to 15 post-injury, days 18 and 21 post-injury;
tapered beam, ladder walk: day 21 post-injury;
tail-flick: just before and immediately after drug administration, day 21 post-injury;
response to mechanical stimuli: day 21 post-injury;
tactile reactivity: day 21 post-injury",,"Yes (BBB);
Not reported (others)",mixed effects (assessment),"effect of only minocycline on BBB locomotor scores, tapered beam and ladder walk not tested (Fig 5, 6);
no effect of only minocycline on tail flick latency (Fig 4);
effect of only minocycline on mechanical reactivity not tested",histopathology,"cresyl violet stain;
luxol fast blue stain",day 21 post-injury,Yes (observer delimiting lesion area),no effect,,"Pfizerpen / penicillin G  potassium (100'000 units/kg, immediately and 48hrs post-injury)","Morphine (and other opioids) can affect functional recovery following SCI negatively.
Antiinflammatory drugs, such as minocycline appear able to reduce this negative impact. ",,,Yes (drug of interest + drug of interest),
Louis,Aceves et al.,2019,Morphine increases macrophages at the lesion site following spinal cord injury: Protective effects of minocycline,10.1016/j.bbi.2019.01.023,English,United States,included,,,,,,rats,Sprague Dawley,90,19,,,23,,,,all male,male,100,90 to 110 days,,,90,110,Days,,300g to 350g,,,300,350,g,,contusion injury at T12,T12,moderate,contusion,"Infinite Horizons impactor, 150kdynes impact force, 1s dwell time",3 weeks,morphine + minocycline,morphine + minocycline,,"group 1: 90microgram morphine + 50microgram minocycline
group 2: 90microgram morphine + 100microgram minocycline","24hrs post-injury (minocycline first, morphine 15min later)",,1 dose,,intrathecally,,"functional;
neurological","BBB locomotor scale;
tapered beam test, ladder walk test;
tail-flick test;
response to mechanical stimuli;
tactile reactivity",,"BBB: animals allowed to acclimatize to observation environment beginning three days pre-injury;
tapered beam, ladder walk: animals allowed to acclimatize to observation beginning three days before assessment (day 18 post-injury), including some task specific training;
tail-flick: assesses thermal reactivity, animals allowed to acclimatize 15min prior to assessment, heat intensity determined based on response in healthy rat, two test performed and latency of last flick recorded;
mechanical stimuli: von Frey filaments applied to plantar surface of hindpaw, stimuli every 2s until motor and vocal response observed, each hindpaw assessed twice;
tactile reactivity: girdle test, animals handled 5min prior to test to ensure animals are calm, von Frey filament applied to 44 different pts. in girdle region, vocalisation response recorded (indicating noxious stimulus as there is usually no response to this stimulus)","BBB: day 1 post-injury prior to drug administration, daily for days 2 to 7 post-injury, every other day for days 9 to 15 post-injury, days 18 and 21 post-injury;
tapered beam, ladder walk: day 21 post-injury;
tail-flick: just before and immediately after drug administration, day 21 post-injury;
response to mechanical stimuli: day 21 post-injury;
tactile reactivity: day 21 post-injury",,"Yes (BBB);
Not reported (others)",mixed effects (assessment),"effect of combination on BBB locomotor scores, tapered beam and ladder walk not tested (Fig 5, 6);
negative effect of combination on tail flick latency (Fig 4);
effect of combination on mechanical reactivity not tested",histopathology,"cresyl violet stain;
luxol fast blue stain",day 21 post-injury,Yes (observer delimiting lesion area),no effect,,"Pfizerpen / penicillin G  potassium (100'000 units/kg, immediately and 48hrs post-injury)","Morphine (and other opioids) can affect functional recovery following SCI negatively.
Antiinflammatory drugs, such as minocycline appear able to reduce this negative impact. ",,,Yes (drug of interest + drug of interest),
